url,h1,content_type,content,alt_text
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the following fields will need to be set up for using payever payment options:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"if the required fields above are missing, the payment creation will be rejected.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,this is an example of how you would create a commercetools payment draft from scratch:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,create a payment with commercetools api.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,after successful payment creation always add it to the appropriate cart.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,step 3 (optional): get available payment methods,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"when your shopper is ready to pay, you may request through the integration a list of the available payment methods based on the transaction details (like amount, country, and currency).",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"this step is optional but payever recommends to use it so that you don't need to define the different requirements such as minimum and maximum amount, country of residence, etc. on your end and the merchant server will always display the latest list of payment methods.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,you don't necessarily need to perform this step upon every single purchase though - it should usually be enough to request this e.g. once a day and then cache the resulting list and reuse it throughout the next 24h.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"to get available payment methods via our integration, you need to set the getpaymentmethodsrequest custom field to your existing commercetools payment, or create a payment right away with the custom fieldset.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"if you don't have a payment object, check creating a new commercetools payment and set getpaymentmethodsrequest custom field together with other required fields.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,this is an example of the getpaymentmethodsrequest custom field value for a german shopper and payment amount of10 eur:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,please refer to the list payment options section in our general api documentation in order to see a response code example.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,this is an example of the commercetools payment representation with getpaymentmethodsrequest:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,pass the getpaymentmethodsresponse custom field value to your front end. you might use this in the next step to show which payment methods are available for the shopper.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the commercetools payment representation example with response:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,request/response between payever and extension module are stored in `interfaceinteraction` field of the payment with type `refund`.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the commercetools payment representation after a successful refund:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"when a shopper selects a payment method, payever will return a redirect_url that the merchant server needs to either redirect the customer to or open within an iframe on his page, in order for the customer to finalise his payment there.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"for more details, please refer to the payever api documentation.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"to create a. payment via our integration, you need to set the createpaymentrequest custom field to existing commercetools payment with parameters.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"if you don't have a payment object, check creating a new commercetools payment and set createpaymentrequest custom field together with other required fields.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,preconditions - payment.amountplanned can not be changed if there is a createpayment interface interaction present in the commercetools payment object. the amount value in createpaymentrequest custom field must have the same value as payment.amountplanned. this ensures eventual payment amount manipulations (i.e.: when my-payments are used) for already initiated payment.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"please note - in the create payment request example below, we are only showing the minimum of parameters that must be included in any case. there are many more parameters that you can submit to payever in the create payment request though - please refer to the general payever api documentation for an exhaustive list of all the allowed parameters.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,here's an example of the createpaymentrequest custom field value for the payment option santander invoice de:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,an example of payment setcustomfield action with the generated component data above.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the commercetools payment representation example with createpaymentrequest request:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the payment response contains a redirect url and the response from payever is set to createpaymentresponse custom field. the customer needs to be redirected on the redirect_url to finalize the payment.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,a commercetools payment with createpaymentresponse field with the response above:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"please note - the examples below refer to version v1 of our api. if you are new to payever, we recommend using our latest api version v2 and refer to the examples below.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,this is an example of the createpaymentv2request custom field value for the payment options santander invoice de:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"*please note - ""force_redirect"": true is not supported by all payment options - it is only available for santander installments at, santander installments nl, santander installments uk, sofort, paypal and zinia bnpl. if you set force_redirect to true, the redirect_url returned in the create payment call will be the url of the psp (santander/ zinia/ paypal/ klarna) and the payever frontend will be skipped.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,example of the [setcustomfield] action with the generated component data shown above:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,example of the commercetools payment representation with createpaymentv2request request:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,commercetools payment with createpaymentresponse field with the response above:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"step 5: order actions (capture, cancel, refund)",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"unless your payment options don't require capture (e.g. instant payment, direct debit) or they require capture, but you have enabled ""autocapture upon approval"" in the payment option settings of your payever account, you will need to actively capture the payments once the corresponding orders got fulfilled.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"generally speaking, payever is listening to orderstatechanged updates from commercetools and will update the payment accordingly if an order gets shipped or cancelled - so provided you have enabled project messages in developer settings (this is a prerequisite, if the messages are deactivated it won't work), the payment will be automatically captured in full when the order state updated to ""shipped"", and it will be automatically cancelled in full when the order state is updated to ""cancelled"". you don't need to implement anything in addition or make any additional request, it will happen automatically once the project messages are enabled.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"if you would like to make partial actions as well though (partial capture, partial refund, partial cancellation), you will need to implement a request for this. please refer to the description below in case this is relevant for you.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,capture (shipping goods),
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"to capture a payment, add a transaction with type 'charge' and state 'initial' to the commercetools payment as shown in the example below.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the extension module will then update the transaction with the success transaction state and the interactionid field with the payment id from the payever's response:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the requests and responses between payever and the extension module are being stored in the interfaceinteraction field of the payment with type shippinggoodspayment.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,example of the commercetools payment representation after a successful shipping goods:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"for more detailed information from payever's perspective, please also visit here and here.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,refund,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"if you want to refund your customer, for example when they returned an item, you need to make a refund request.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"prerequisites - it is required that the payment has a transaction of type authorization and state success. from the authorized transaction, the value in the interactionid field is being used as the paymentid in the refund request to payever.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"to make a (partial) refund, add at least one transaction with type refund and state initial to the commercetools payment. it is possible to add multiple refund transactions and all of them will be processed in parallel.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,requests and response between payever and the extension module are being stored in the interfaceinteraction field of the payment with type refund.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the commercetools payment representation after a successful refund:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"please note - don't add too many refund transactions at the same time because, since the api extension endpoint has a time limit. by adding too many transactions at once, the extension module will need more time to process all of them and this could lead to timeouts.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,additional information about our refund api can be found in our api documentation.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,cancel,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"if you have authorised a payment but won't capture it (e.g. because the item is not in stock), you should cancel the open authorisation. if the payment has already been captured, you need to #refund instead.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"in order to be able to make a cancellation, the payment must have an authorization transaction with state success. the value in the interactionid field of this authorisation transaction will be used as paymentid for the payever cancel request.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"to make a cancellation, add a transaction with type cancelauthorization and state initial to the commercetools payment.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the extension module will update the commercetools transaction with a success transaction state and the interactionid field with the value paymentid from the payever response:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,the requests and responses between payever and the extension module are stored in the interfaceinteraction field of the payment with type cancelpayment. the commercetools payment representation after a successful cancelauthorization request:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"for more details, you may also visit the cancel section our api documentation.",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,step 6: implement error handling,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,our integration uses subscriptions for messages and notifications. subscriptions are used to trigger an asynchronous background process in response to an event on commercetools composable commerce.,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,in order to activate the subscriptions we recommend to enable messages in the project messages (settings -> developer settings -> project messages). meanwhile our integration has a subscription set up with azure service bus and we are being subscribed on these 3 order messages:,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,paragraph,"3.) capture, cancel and refund a transaction in commercetools",
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,payever help center home page
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998429386012,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998445811100,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998462234396,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998431010972,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998438536220,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998464708892,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998467267356,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/6698824013212,screenshot_2022-11-21_at_16.20.06.png
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998468346268,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998529867548,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998693799836,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998585678876,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998687146780,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998694866588,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998726296476,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998702363932,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998717883548,
https://support.payever.org/hc/en-us/articles/6699064172316-Commercetools,Commercetools,image,https://support.payever.org/hc/article_attachments/9998707070492,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,step 1: register an account,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"create your free payever account here, or login in case you already have one.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,step 2: configure payment options,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"in order to configure your payment options, first open the checkout app. to do this, either click on the checkout symbol under business apps or click on the manage or open button on the checkout section.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,you can find the payment methods tab in the navigation bar on the left.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,then click on + add.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"now a list of different payment methods appears, from which you can select as needed. to do this, click on install.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"once you have installed the payment channel, click on open and a new page will open, the structure of which will vary depending on the payment method chosen.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"with the payment methods credit card, direct debit, sofortüberweisung and paypal just click the connect button and you will be forwarded to the respective payment provider. there you connect your existing account or create a new one.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"for the payment methods installments, invoice, factoring and direct bank transfer you have to enter the access data that you have received from santander and then click on connect (if you have not been in touch with santander before, please contact support@payever.de).",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"regardless of the payment method, please make sure that you always enter your access data in the default tab.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"after you have connected the payment methods, you can make changes to the settings of the specific payment method. please refer to our documentation for the specific payment method for more information, which you can find here.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,step 3: configure channels,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,select the channels tab in the checkout app.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,then click on + add.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,select prestashop from the list that now appears and click on install.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,now you need to click open so that you can generate the api keys in the next step.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"select api keys and click on + add. enter a name of your choice and click on generate. afterwards, click on the plus icon (+) and you see the credentials that you have to insert into the shop system that you use for your online business (i.e., client id, client secret, business uuid). please copy these to your clipboard.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"finally, click on the downloads tab (above the api key) and download the latest version of our plugin from the list that now opens (zip file).",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,step 4: install plugin,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,go to modules > module manager and click upload a module.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,now upload the zip file. it will then be installed automatically as soon as the upload is complete.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,step 5: configurations,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,now open the settings for the payever plugin (module > module manager > scroll down to payment > click on configure).,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,here you have to make some settings:,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"finally, click save and synchronize to make the changes effective.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,below the settings you will find all payment methods that are installed in the account you are currently connected to. here you can also make some settings for each payment method:,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,video summary,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,testing mode/sandbox,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"would you like to test the plugin and the payment options before you go live? no problem - you can do so in staging/sandbox mode, since none of the transactions will then result in an actual payment. to activate staging/sandbox mode, set mode to sandbox in the plugin settings and click on setup sanbox api credentials to have the test credentials show up. alternatively, manually fill in the test credentials (business uuid, client secret, client id) provided here: https://docs.payever.org/resources/de/test-credentials",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"in sandbox mode, you are not connected to your own payever account but to our general test account - which is why you can now see all available payment methods here, not just those that you have activated in your payever account (please note that you will not see test transactions in your payever account).",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"to have payment confirmed in test mode, please use the relevant stub data, which you can find here.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"now you can test the plugin without triggering any real transactions. we would like to ask you to test only in sandbox mode as test transactions in live mode, even if you subsequently cancel them immediately, can have undesirable consequences (for example, if you test too often with your credit card it may be reported and blocked and if you submit multiple installment loan applications in your name this can worsen your credit score, etc.).",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,when you're done testing and want to go live:,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,after integration: information on processing payments,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"in general, our plugins are designed so that most of the promotions available in the payever account can also be initiated from your shop backend. as a rule, you do not need to log into your payever account to find out about the status of a payment or to activate a payment, for example!",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"status reports - the payment status in process usually only occurs with installment loans and means that the payment is not yet complete (customer still has to go through an identification process and / or submit required documents). if you see this status please do not ship the goods to your customer yet. the payment accepted status means that the payment was successful and complete - in this case you are free to ship the goods. the status canceled means that the payment failed, was rejected or was canceled by you (again, for this status do not ship the goods to your customer).",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"capture / shipping goods - please note that with some of our payment methods (e.g. invoice and installment loans, and possibly also paypal and credit card if you have disabled automatic capture in the settings there), you have to report the shipping of goods. however, you do not need to do this manually as it is sufficient if you set the status of the affected order to shipped after the goods have been sent to your customer in prestashop.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,you can do this in the order details under sell > orders > view.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,select the status shipped from the dropdown and then click update status.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,the traffic jam now changes to shipped and the shipping notification is automatically forwarded to payever.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"cancellations and refunds - in versions up to 2.4.1, a cancellation or refund is only possible via your payever account (transactions app > open affected transaction > in the top right press the refund button, or press the three-point menu > press the cancel button). all of the following versions (appearing shortly) also offer the option of automatically transferring cancellations and refunds made using the partial refund button in prestashop to payever.",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,please note however that not all of our payment methods have an automatic cancellation function: installment loans can only be canceled via payever / prestashop before the goods have been shipped to the customer (if you need to cancel the order after the goods have been shipped to your customer you need to contact santander directly). direct bank transfers and direct debits can only be refunded from your bank account via a manual transfer to the customer.,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,any further questions or problems?,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,you can reach our support from monday to friday between 8 a.m. and 7 p.m. at support@payever.de,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,paragraph,"please let us know in your message which shop system and plugin version you are using, which shop (url and / or email address with which you are registered with us) your request is related to and which error message / issue you are dealing with - so we can process your request as fast as possible!",
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,payever help center home page
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666638283420,login.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666638285852,dashboard_-_eng.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666638287900,screenshot_2021-05-19_at_18.09.51.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666615692188,screenshot_2021-05-19_at_18.09.38.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666410075932,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666638293020,open_payment_option.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666615695260,stripe_credit_card_creds.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666638297244,installment_no_creds.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666615698844,screenshot_2021-05-19_at_18.09.51.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666615701148,channels_-_add.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360026407140,screenshot_2021-05-19_at_18.24.31.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360024495760,screenshot_2021-04-01_at_18.05.17.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360024639079,api_keys.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360013397860,screenshot_2020-06-22_um_17.38.40.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360013397820,screenshot_2020-06-22_um_17.39.21.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9666629595804,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360013399280,screenshot_2020-06-22_um_18.09.03.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360013399520,screenshot_2020-06-22_um_17.52.45.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360007535340,bildschirmfoto_2019-12-31_um_11.11.19.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360013412740,screenshot_2020-06-23_um_10.26.40.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/9903095485852,
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360013412820,screenshot_2020-06-23_um_10.27.58.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360013414380,screenshot_2020-06-23_um_10.56.33.png
https://support.payever.org/hc/en-us/articles/360023894934-Prestashop,Prestashop,image,https://support.payever.org/hc/article_attachments/360013414360,screenshot_2020-06-23_um_10.55.42.png
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,are you using jtl 5? please switch to this manual.,
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,,
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,step 1: register an account,
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,"create your free payever account here, or login in case you already have one.",
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,step 2: configure payment options,
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,"in order to configure your payment options, first open the checkout app. to do this, either click on the checkout symbol under business apps or click on the manage or open button on the checkout section.",
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,you can find the payment methods tab in the navigation bar on the left.,
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,then click on + add.,
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,"now a list of different payment methods appears, from which you can select as needed. to do this, click on install.",
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,"once you have installed the payment channel, click on open and a new page will open, the structure of which will vary depending on the payment method chosen.",
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,"with the payment methods credit card, direct debit, sofortüberweisung and paypal just click the connect button and you will be forwarded to the respective payment provider. there you connect your existing account or create a new one.",
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,"for the payment methods installments, invoice, factoring and direct bank transfer you have to enter the access data that you have received from santander and then click on connect (if you have not been in touch with santander before, please contact support@payever.de).",
https://support.payever.org/hc/en-us/articles/360023894914-JTL-4,JTL 4,paragraph,"regardless of the payment method, please make sure that you always enter your access data in the default tab.",
