query,context,response
JTL 5?,now you need to click open so that you can generate the api keys in the next step.,now you need to click open so that you can generate the api keys in the next step.
JTL 5?,"select api keys and click on + add. enter a name of your choice and click on generate. afterwards, click on the plus icon (+) and you see the credentials that you have to insert into the shop system that you use for your online business (i.e., client id, client secret, business uuid). please copy these to your clipboard.","select api keys and click on + add. enter a name of your choice and click on generate. afterwards, click on the plus icon (+) and you see the credentials that you have to insert into the shop system that you use for your online business (i.e., client id, client secret, business uuid). please copy these to your clipboard."
JTL 5?,"finally, click on the downloadstab (above the api key) and download the latest version of our plugin from the list that now opens (zip-file) (usually at the top); if you have any problems, please contact us here: support@payever.de).","finally, click on the downloadstab (above the api key) and download the latest version of our plugin from the list that now opens (zip-file) (usually at the top); if you have any problems, please contact us here: support@payever.de)."
JTL 5?,step 4: install plugin,step 4: install plugin
JTL 5?,log in to your jtl account and select in the side bar from the plugins tab the plugin manager.,log in to your jtl account and select in the side bar from the plugins tab the plugin manager.
JTL 5?,"once the side has opened, select the upload tab on the right upper corner and click on select. now click on uploading to upload the zip file that you have previously downloaded from your payever account and saved on your computer.","once the side has opened, select the upload tab on the right upper corner and click on select. now click on uploading to upload the zip file that you have previously downloaded from your payever account and saved on your computer."
JTL 5?,"if the upload was successful, you should see the following status message.","if the upload was successful, you should see the following status message."
JTL 5?,now switch to the tab available. there you should now be able to see the plugin you just uploaded. place a check mark to the left of the plugin and click the install button.,now switch to the tab available. there you should now be able to see the plugin you just uploaded. place a check mark to the left of the plugin and click the install button.
JTL 5?,step 5: configure your jtl account to payever,step 5: configure your jtl account to payever
JTL 5?,"after installation, you will find the plugin in the tab active. click on the gear icon under actions to open the settings. alternatively, you can access the settings in the left side bar under installed plug-ins > payever payments.","after installation, you will find the plugin in the tab active. click on the gear icon under actions to open the settings. alternatively, you can access the settings in the left side bar under installed plug-ins > payever payments."
JTL 5?,now make the following changes to your settings:,now make the following changes to your settings:
JTL 5?,"when you are all set, please do not forget to click save.","when you are all set, please do not forget to click save."
JTL 5?,open the tab synchronisation and utilities in order to adjust the payment methods. click on synchronize.,open the tab synchronisation and utilities in order to adjust the payment methods. click on synchronize.
JTL 5?,"(note: if you want to change individual settings later, e.g. display payment description, it is sufficient to save the change, you do not need to synchronise. you only have to synchronise if you a) activate the plugin in this version for the first time or b) switch from sandbox to live mode or vice versa. please note that when you synchronise, the settings you make in the following step 6 will be overwritten with the default settings again: i.e. if you were e.g. first in sandbox mode and then made some settings to the payment types, after you have switched to live mode and synchronised, you have to make these settings again).","(note: if you want to change individual settings later, e.g. display payment description, it is sufficient to save the change, you do not need to synchronise. you only have to synchronise if you a) activate the plugin in this version for the first time or b) switch from sandbox to live mode or vice versa. please note that when you synchronise, the settings you make in the following step 6 will be overwritten with the default settings again: i.e. if you were e.g. first in sandbox mode and then made some settings to the payment types, after you have switched to live mode and synchronised, you have to make these settings again)."
JTL 5?,step 6: configure payment methods,step 6: configure payment methods
JTL 5?,"after synchronisation, check whether all payment types are activated which are also activated in your payever account and which you want to offer to your customers. to do this, click on payments and on payment methods in the left side bar.","after synchronisation, check whether all payment types are activated which are also activated in your payever account and which you want to offer to your customers. to do this, click on payments and on payment methods in the left side bar."
JTL 5?,"you are now in the payment methods settings, where you can view and edit all available payment methods.","you are now in the payment methods settings, where you can view and edit all available payment methods."
JTL 5?,"browse the list for the payment methods you want to use. these should be marked with a green checkmark (if this is not the case please check if the plugin is inactive or the payment method is deactivated in your payever account). by clicking on the icon on the far right, you can edit the settings of this specific payment method.","browse the list for the payment methods you want to use. these should be marked with a green checkmark (if this is not the case please check if the plugin is inactive or the payment method is deactivated in your payever account). by clicking on the icon on the far right, you can edit the settings of this specific payment method."
JTL 5?,"note on naming: you can recognise our payment methods by the payever.de at the end of the label. in addition, the following applies: santander factoring de = installment purchase, santander installment = installment credit, santander invoice de = invoice purchase, stripe = credit card, stripe directdebit = direct debit, instant payment = direct bank transfer, cash = prepayment, sofort = instant bank transfer).","note on naming: you can recognise our payment methods by the payever.de at the end of the label. in addition, the following applies: santander factoring de = installment purchase, santander installment = installment credit, santander invoice de = invoice purchase, stripe = credit card, stripe directdebit = direct debit, instant payment = direct bank transfer, cash = prepayment, sofort = instant bank transfer)."
JTL 5?,"depending on the payment method, the functions available are slightly different. here is an example:","depending on the payment method, the functions available are slightly different. here is an example:"
JTL 5?,"in this section you can specify, for instance, the description texts for each payment method.","in this section you can specify, for instance, the description texts for each payment method."
JTL 5?,"please note that the option accept fee (merchant versus customer covers the fee) is ineffective here, as it is invalidated by the settings in your payever account. so, for example, if you want the customer to cover the fee, it is not enough to enter no here, you also need to set this in your payever account.","please note that the option accept fee (merchant versus customer covers the fee) is ineffective here, as it is invalidated by the settings in your payever account. so, for example, if you want the customer to cover the fee, it is not enough to enter no here, you also need to set this in your payever account."
JTL 5?,"for minimum order value and maximum order value it is important to note that the payment providers specify the fscope in which to operate. (example: santander invoice purchase is set at 5€ to 750€ - if you enter 900€ here, for example, invoice purchase will still only be displayed to your customers for shopping carts up to 750€).","for minimum order value and maximum order value it is important to note that the payment providers specify the fscope in which to operate. (example: santander invoice purchase is set at 5€ to 750€ - if you enter 900€ here, for example, invoice purchase will still only be displayed to your customers for shopping carts up to 750€)."
JTL 5?,"with variable fee and fixed fee, you only determine which fee should be displayed to the customer in a black background info box when selecting the payment methods. however, not which fees the customer actually pays.","with variable fee and fixed fee, you only determine which fee should be displayed to the customer in a black background info box when selecting the payment methods. however, not which fees the customer actually pays."
JTL 5?,step 7: link shipping methods,step 7: link shipping methods
JTL 5?,"next, make sure that the payment types are linked to the relevant shipping methods. therefore click on the navigation bar shipping > shipping methods. here you can now see your different shipping methods. under payment methods you can see which payment methods are currently activated for the respective shipping method - if the required payment method is not available, click on the edit-icon on the far right to specify.","next, make sure that the payment types are linked to the relevant shipping methods. therefore click on the navigation bar shipping > shipping methods. here you can now see your different shipping methods. under payment methods you can see which payment methods are currently activated for the respective shipping method - if the required payment method is not available, click on the edit-icon on the far right to specify."
JTL 5?,the page change shipping method shows several different setting categories. keep scrolling down until you reach the accepted payment methods section. now place a checkmark next to the preferred payment methods and be sure to click the save button at the bottom of the page.,the page change shipping method shows several different setting categories. keep scrolling down until you reach the accepted payment methods section. now place a checkmark next to the preferred payment methods and be sure to click the save button at the bottom of the page.
JTL 5?,"to see if it was successful, check if the selected payment method is now listed for this shipping method under payment methods. repeat this process for all shipping methods for which you want to offer the payment method.","to see if it was successful, check if the selected payment method is now listed for this shipping method under payment methods. repeat this process for all shipping methods for which you want to offer the payment method."
JTL 5?,step 8: do you use paypal plus checkout?,step 8: do you use paypal plus checkout?
JTL 5?,"if you use the pre-built checkout module jtl paypal, you also need to add the preferred payment methods to the paypal checkout so that they are displayed for the customer. for this, simply add the preferred payment types under installed plugins > jtl paypal > paypal plus payment methods. note that this particular checkout module from paypal allows a maximum of 5 additional payment methods from other providers.","if you use the pre-built checkout module jtl paypal, you also need to add the preferred payment methods to the paypal checkout so that they are displayed for the customer. for this, simply add the preferred payment types under installed plugins > jtl paypal > paypal plus payment methods. note that this particular checkout module from paypal allows a maximum of 5 additional payment methods from other providers."
JTL 5?,"are you using the payment options ""santander rechnungskauf germany"" or ""santander ratenkauf germany""?","are you using the payment options ""santander rechnungskauf germany"" or ""santander ratenkauf germany""?"
JTL 5?,"if you use santander invoice or factoring germany (the installment loan is not affected), please add the relevant santander bank transfer details to your invoice to the customer - this ensures that the customer does not inadvertently transfer money to you instead of santander. the customer will later receive a separate email from santander with the bank account details details, but especially with the payment method ""invoice"", many customers think that the invoice you sent is the most important document. if there are your own bank account details or no details/information about how to pay the invoice at all, this can confuse customers. therefore, please follow the instructions below:","if you use santander invoice or factoring germany (the installment loan is not affected), please add the relevant santander bank transfer details to your invoice to the customer - this ensures that the customer does not inadvertently transfer money to you instead of santander. the customer will later receive a separate email from santander with the bank account details details, but especially with the payment method ""invoice"", many customers think that the invoice you sent is the most important document. if there are your own bank account details or no details/information about how to pay the invoice at all, this can confuse customers. therefore, please follow the instructions below:"
JTL 5?,"since there is no way to insert a variable into the default smarty engine, we have developed our own syntax for this (# is a reserved symbol):","since there is no way to insert a variable into the default smarty engine, we have developed our own syntax for this (# is a reserved symbol):"
JTL 5?,an example of purchase on account templates in jtl wawi can be found here.,an example of purchase on account templates in jtl wawi can be found here.
JTL 5?,"also please note the following, depending on your jtl wawi version:","also please note the following, depending on your jtl wawi version:"
JTL 5?,"regexmatch$ (report.invoicenote, 'pan: (.*)') - for jtl wawi >= 1.4","regexmatch$ (report.invoicenote, 'pan: (.*)') - for jtl wawi >= 1.4"
JTL 5?,"regexmatch$ (vorgang.auftrag.hinweis.text, 'pan: (.*)') - for jtl wawi <= 1.3.x","regexmatch$ (vorgang.auftrag.hinweis.text, 'pan: (.*)') - for jtl wawi <= 1.3.x"
JTL 5?,testing the plugin: the sandbox mode,testing the plugin: the sandbox mode
JTL 5?,"would you like to test the plugin first? please activate the sandbox mode (sandbox = yes) and enter our test data in the fields business uuid, client secret and client id, which you can find here. you can copy this data manually or simply click the button enter sandbox api key in the tab synchronization and utilities.","would you like to test the plugin first? please activate the sandbox mode (sandbox = yes) and enter our test data in the fields business uuid, client secret and client id, which you can find here. you can copy this data manually or simply click the button enter sandbox api key in the tab synchronization and utilities."
JTL 5?,or:,or:
JTL 5?,"in sandbox mode, you are not connected to your own payever account, but to our general test account - that's why you now see all available payment methods here, not just those that you have activated in your payever account (please note that you will not see test transactions in your payever account). also note that the test account only works on weekdays from 8 a.m. to 10 p.m., and hence you are unable to carry out test transaction in sandbox mode on weekends, late afternoons and early mornings.","in sandbox mode, you are not connected to your own payever account, but to our general test account - that's why you now see all available payment methods here, not just those that you have activated in your payever account (please note that you will not see test transactions in your payever account). also note that the test account only works on weekdays from 8 a.m. to 10 p.m., and hence you are unable to carry out test transaction in sandbox mode on weekends, late afternoons and early mornings."
JTL 5?,to have a payment confirmed in test mode please use the relevant stub data which you can find here.,to have a payment confirmed in test mode please use the relevant stub data which you can find here.
JTL 5?,"now you can test the plugin without triggering a real transaction. we would like to ask you to test only in sandbox mode, as test transactions in live mode, even if you subsequently cancel them immediately, can have undesirable consequences (for example, if you test too often with your credit card it may be reported and blocked or if you submit multiple installment loan applications in your name this may worsen your credit score, etc.).","now you can test the plugin without triggering a real transaction. we would like to ask you to test only in sandbox mode, as test transactions in live mode, even if you subsequently cancel them immediately, can have undesirable consequences (for example, if you test too often with your credit card it may be reported and blocked or if you submit multiple installment loan applications in your name this may worsen your credit score, etc.)."
JTL 5?,when you're done testing and want to go live:,when you're done testing and want to go live:
JTL 5?,after the integration: notes on the processing of payments,after the integration: notes on the processing of payments
JTL 5?,"in general, our plugins are designed so that all actions available in the payever account can also be initiated from your shopware backend. as a rule, you do not need to log into your payever account to find out about the status of a payment or to cancel a payment, for example!","in general, our plugins are designed so that all actions available in the payever account can also be initiated from your shopware backend. as a rule, you do not need to log into your payever account to find out about the status of a payment or to cancel a payment, for example!"
JTL 5?,"status reports - the payment status in process usually only occurs with installment loans and means that the payment is not yet complete (customer still has to go through an identification process and / or submit required documents). if you see this status, please wait and do not ship the goods to your customer yet. the status paid means that the payment was successful and complete - in this case you are free to ship the goods to your customer. the status cancellation means that the payment failed, was rejected or was canceled by you (again, for this status do not ship the goods to your customer).","status reports - the payment status in process usually only occurs with installment loans and means that the payment is not yet complete (customer still has to go through an identification process and / or submit required documents). if you see this status, please wait and do not ship the goods to your customer yet. the status paid means that the payment was successful and complete - in this case you are free to ship the goods to your customer. the status cancellation means that the payment failed, was rejected or was canceled by you (again, for this status do not ship the goods to your customer)."
JTL 5?,"capture / shipping goods - please note that with some of our payment methods (e.g. invoice and installment loans, and possibly also for paypal and credit card if you have disabled automatic capture in the settings) you have to report the shipping of goods. however, you do not have to do this manually, it is sufficient if you set the status of the affected order to shipped in jtl after the goods have been shipped.","capture / shipping goods - please note that with some of our payment methods (e.g. invoice and installment loans, and possibly also for paypal and credit card if you have disabled automatic capture in the settings) you have to report the shipping of goods. however, you do not have to do this manually, it is sufficient if you set the status of the affected order to shipped in jtl after the goods have been shipped."
JTL 5?,"you can do this under installed plugins > payever payments > orders, by clicking on goods shipped (you may need to click on synchronize functions first to see the available options for this transaction):","you can do this under installed plugins > payever payments > orders, by clicking on goods shipped (you may need to click on synchronize functions first to see the available options for this transaction):"
JTL 5?,"alternatively, you can do this in jtl wawi under sales by clicking on deliver > ok.","alternatively, you can do this in jtl wawi under sales by clicking on deliver > ok."
JTL 5?,"cancellations and refunds - if you want to refund a transaction, you can also do this under payever plugins > payments by pressing the cancel button.","cancellations and refunds - if you want to refund a transaction, you can also do this under payever plugins > payments by pressing the cancel button."
JTL 5?,"alternatively, you can also do this in jtl wawi under sale by clicking cancellation reach.","alternatively, you can also do this in jtl wawi under sale by clicking cancellation reach."
JTL 5?,"partial cancellations are not possible via jtll or jtl wawi, please do this via your payever account (enter the transactions app on the payever platform > click on the affected transaction to see order details > press the refund button).","partial cancellations are not possible via jtll or jtl wawi, please do this via your payever account (enter the transactions app on the payever platform > click on the affected transaction to see order details > press the refund button)."
JTL 5?,"select refund the partial amount of the order and enter the partial amount to be refunded, and press refund button.","select refund the partial amount of the order and enter the partial amount to be refunded, and press refund button."
JTL 5?,"please note, however, that not all of our payment methods have an automatic cancellation function: installment loans can only be canceled via payever / jtl before the goods have been shipped to your client (if you need to cancel the order after the goods have been shipped, please contact santander directly). direct bank transfers and direct debits can only be refunded from your bank account via a manual transfer to the customer.","please note, however, that not all of our payment methods have an automatic cancellation function: installment loans can only be canceled via payever / jtl before the goods have been shipped to your client (if you need to cancel the order after the goods have been shipped, please contact santander directly). direct bank transfers and direct debits can only be refunded from your bank account via a manual transfer to the customer."
JTL 5?,any questions or problems?,any questions or problems?
JTL 5?,our support team is there to help you free of charge from monday to friday between 8 a.m. and 7 p.m. at support@payever.de.,our support team is there to help you free of charge from monday to friday between 8 a.m. and 7 p.m. at support@payever.de.
JTL 5?,"please let us know in your message which shop system and plugin version you are using, which shop (url and/or email address which you are registered with us) your request concerns, and which error message / problem you are dealing with - so we can process your request as fast as possible.","please let us know in your message which shop system and plugin version you are using, which shop (url and/or email address which you are registered with us) your request concerns, and which error message / problem you are dealing with - so we can process your request as fast as possible."
JTL 5?,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR,https://support.payever.org/hc/theming_assets/01HZPQ8T5DDG5J5F0V28AWNYZR
JTL 5?,https://support.payever.org/hc/article_attachments/9904067280156,https://support.payever.org/hc/article_attachments/9904067280156
JTL 5?,https://support.payever.org/hc/article_attachments/9904067281820,https://support.payever.org/hc/article_attachments/9904067281820
JTL 5?,https://support.payever.org/hc/article_attachments/9904095985820,https://support.payever.org/hc/article_attachments/9904095985820
JTL 5?,https://support.payever.org/hc/article_attachments/360026405960,https://support.payever.org/hc/article_attachments/360026405960
JTL 5?,https://support.payever.org/hc/article_attachments/360026408519,https://support.payever.org/hc/article_attachments/360026408519
JTL 5?,https://support.payever.org/hc/article_attachments/360024513159,https://support.payever.org/hc/article_attachments/360024513159
JTL 5?,https://support.payever.org/hc/article_attachments/360024513299,https://support.payever.org/hc/article_attachments/360024513299
JTL 5?,https://support.payever.org/hc/article_attachments/360024513419,https://support.payever.org/hc/article_attachments/360024513419
JTL 5?,https://support.payever.org/hc/article_attachments/9904067286684,https://support.payever.org/hc/article_attachments/9904067286684
JTL 5?,https://support.payever.org/hc/article_attachments/9904067289756,https://support.payever.org/hc/article_attachments/9904067289756
JTL 5?,https://support.payever.org/hc/article_attachments/360026406980,https://support.payever.org/hc/article_attachments/360026406980
JTL 5?,https://support.payever.org/hc/article_attachments/360024513839,https://support.payever.org/hc/article_attachments/360024513839
JTL 5?,https://support.payever.org/hc/article_attachments/360024513859,https://support.payever.org/hc/article_attachments/360024513859
JTL 5?,https://support.payever.org/hc/article_attachments/360024495960,https://support.payever.org/hc/article_attachments/360024495960
JTL 5?,https://support.payever.org/hc/article_attachments/360022851960,https://support.payever.org/hc/article_attachments/360022851960
JTL 5?,https://support.payever.org/hc/article_attachments/360022885759,https://support.payever.org/hc/article_attachments/360022885759
JTL 5?,https://support.payever.org/hc/article_attachments/360022852000,https://support.payever.org/hc/article_attachments/360022852000
JTL 5?,https://support.payever.org/hc/article_attachments/360022885779,https://support.payever.org/hc/article_attachments/360022885779
JTL 5?,https://support.payever.org/hc/article_attachments/360022852020,https://support.payever.org/hc/article_attachments/360022852020
JTL 5?,https://support.payever.org/hc/article_attachments/360022852040,https://support.payever.org/hc/article_attachments/360022852040
JTL 5?,https://support.payever.org/hc/article_attachments/360021809879,https://support.payever.org/hc/article_attachments/360021809879
JTL 5?,https://support.payever.org/hc/article_attachments/360021810259,https://support.payever.org/hc/article_attachments/360021810259
JTL 5?,https://support.payever.org/hc/article_attachments/360021812259,https://support.payever.org/hc/article_attachments/360021812259
JTL 5?,https://support.payever.org/hc/article_attachments/360021802720,https://support.payever.org/hc/article_attachments/360021802720
JTL 5?,https://support.payever.org/hc/article_attachments/360021804480,https://support.payever.org/hc/article_attachments/360021804480
JTL 5?,https://support.payever.org/hc/article_attachments/360021805000,https://support.payever.org/hc/article_attachments/360021805000
JTL 5?,https://support.payever.org/hc/article_attachments/360021817039,https://support.payever.org/hc/article_attachments/360021817039
JTL 5?,https://support.payever.org/hc/article_attachments/360021808140,https://support.payever.org/hc/article_attachments/360021808140
JTL 5?,https://support.payever.org/hc/article_attachments/360021812360,https://support.payever.org/hc/article_attachments/360021812360
JTL 5?,https://support.payever.org/hc/article_attachments/360021826139,https://support.payever.org/hc/article_attachments/360021826139
JTL 5?,https://support.payever.org/hc/article_attachments/360021826479,https://support.payever.org/hc/article_attachments/360021826479
JTL 5?,https://support.payever.org/hc/article_attachments/360021607040,https://support.payever.org/hc/article_attachments/360021607040
JTL 5?,https://support.payever.org/hc/article_attachments/9903885033500,https://support.payever.org/hc/article_attachments/9903885033500
JTL 5?,https://support.payever.org/hc/article_attachments/9903885036444,https://support.payever.org/hc/article_attachments/9903885036444
JTL 5?,https://support.payever.org/hc/article_attachments/360021614799,https://support.payever.org/hc/article_attachments/360021614799
JTL 5?,https://support.payever.org/hc/article_attachments/9903885040284,https://support.payever.org/hc/article_attachments/9903885040284
JTL 5?,https://support.payever.org/hc/article_attachments/4417224197010,https://support.payever.org/hc/article_attachments/4417224197010
JTL 5?,https://support.payever.org/hc/article_attachments/4417210947474,https://support.payever.org/hc/article_attachments/4417210947474
JTL 5?,https://support.payever.org/hc/article_attachments/4417210947858,https://support.payever.org/hc/article_attachments/4417210947858
Plentymarkets?,step 1: register an account,step 1: register an account
Plentymarkets?,"create your free payever account here, or login in case you already have one.","create your free payever account here, or login in case you already have one."
Plentymarkets?,step 2: configure payment options,step 2: configure payment options
Plentymarkets?,"in order to configure your payment options, first open the checkout app. to do this, either click on the checkout symbol under business apps or click on the manage or open button on the checkout section.","in order to configure your payment options, first open the checkout app. to do this, either click on the checkout symbol under business apps or click on the manage or open button on the checkout section."
Plentymarkets?,you can find the payment methods tab in the navigation bar on the left.,you can find the payment methods tab in the navigation bar on the left.
Plentymarkets?,then click on + add.,then click on + add.
Plentymarkets?,"now a list of different payment methods appears, from which you can select as needed. to do this, click on install.","now a list of different payment methods appears, from which you can select as needed. to do this, click on install."
Plentymarkets?,"once you have installed the payment channel, click on open and a new page will open, the structure of which will vary depending on the payment method chosen.","once you have installed the payment channel, click on open and a new page will open, the structure of which will vary depending on the payment method chosen."
Plentymarkets?,"with the payment methods credit card, direct debit, sofortüberweisung and paypal just click the connect button and you will be forwarded to the respective payment provider. there you connect your existing account or create a new one.","with the payment methods credit card, direct debit, sofortüberweisung and paypal just click the connect button and you will be forwarded to the respective payment provider. there you connect your existing account or create a new one."
Plentymarkets?,"for the payment methods installments, invoice, factoring and direct bank transfer you have to enter the access data that you have received from santander and then click on connect (if you have not been in touch with santander before, please contact support@payever.de).","for the payment methods installments, invoice, factoring and direct bank transfer you have to enter the access data that you have received from santander and then click on connect (if you have not been in touch with santander before, please contact support@payever.de)."
Plentymarkets?,"regardless of the payment method, please make sure that you always enter your access data in the default tab.","regardless of the payment method, please make sure that you always enter your access data in the default tab."
Plentymarkets?,"after you have connected the payment methods, you can make changes to the settings of the specific payment method. please refer to our documentation for the specific payment method for more information, which you can find here.","after you have connected the payment methods, you can make changes to the settings of the specific payment method. please refer to our documentation for the specific payment method for more information, which you can find here."
Plentymarkets?,step 3: configure channels,step 3: configure channels
Plentymarkets?,select the channels tab in the checkout app.,select the channels tab in the checkout app.
Plentymarkets?,then click on + add.,then click on + add.
Plentymarkets?,select plentymarkets from the list that now appears and click on install.,select plentymarkets from the list that now appears and click on install.
Plentymarkets?,now you need to click open so that you can generate the api keys in the next step.,now you need to click open so that you can generate the api keys in the next step.
Plentymarkets?,"select api keys and click on + add. enter a name of your choice and click on generate. afterwards, click on the plus icon (+) and you see the credentials that you have to insert into the shop system that you use for your online business (i.e., client id, client secret, business uuid). please copy these to your clipboard.","select api keys and click on + add. enter a name of your choice and click on generate. afterwards, click on the plus icon (+) and you see the credentials that you have to insert into the shop system that you use for your online business (i.e., client id, client secret, business uuid). please copy these to your clipboard."
Plentymarkets?,step 4: install plugin,step 4: install plugin
Plentymarkets?,search for the payever plugin in the plentymarkets exchange and install it to your shop.,search for the payever plugin in the plentymarkets exchange and install it to your shop.
Plentymarkets?,you will then find the plugin in your account under plugins > plugin overview > payever.,you will then find the plugin in your account under plugins > plugin overview > payever.
Plentymarkets?,step 5: configure plugin,step 5: configure plugin
Plentymarkets?,select the settings tab on the left and make the following configurations:,select the settings tab on the left and make the following configurations:
Plentymarkets?,"once you have made the necessary configurations, click on the save icon to save your changes.","once you have made the necessary configurations, click on the save icon to save your changes."
Plentymarkets?,step 6: configure payment methods,step 6: configure payment methods
Plentymarkets?,below the settings you will see a list of all payment methods that you have activated in your account (live mode) or all payment methods that payever offers (sandbox mode). here you can make a few changes to the settings of each individual payment method:,below the settings you will see a list of all payment methods that you have activated in your account (live mode) or all payment methods that payever offers (sandbox mode). here you can make a few changes to the settings of each individual payment method:
Plentymarkets?,step 7: set up an automatic status update between payever and plentymarkets,step 7: set up an automatic status update between payever and plentymarkets
Plentymarkets?,"for reasons of saving time and reducing errors, we recommend that you have the status and actions automatically matched between payever and plentymarkets. to do this, you have to configure which status messages and actions in plentymarkets should be linked to which status messages and actions in payever. to do this, please open setup> orders > events.","for reasons of saving time and reducing errors, we recommend that you have the status and actions automatically matched between payever and plentymarkets. to do this, you have to configure which status messages and actions in plentymarkets should be linked to which status messages and actions in payever. to do this, please open setup> orders > events."
Plentymarkets?,"you need a total of three events: one to report the shipping of goods to payever (to capture the payment), one to cancel the order and one for refunding the order.","you need a total of three events: one to report the shipping of goods to payever (to capture the payment), one to cancel the order and one for refunding the order."
Plentymarkets?,"click the + symbol to create a new event. enter a suitable name, and select status change from the dropdown list. in the third field, choose (7) shipping.","click the + symbol to create a new event. enter a suitable name, and select status change from the dropdown list. in the third field, choose (7) shipping."
Plentymarkets?,"next click on the + symbol next to procedures and select the tabe ""versand der auszahlung"" from the tab ""plugins"". you can also simply enter the name in the search field (this is the quickest way to find it) - shipping the payever payment (currently only shown in german: versand der auszahlung).","next click on the + symbol next to procedures and select the tabe ""versand der auszahlung"" from the tab ""plugins"". you can also simply enter the name in the search field (this is the quickest way to find it) - shipping the payever payment (currently only shown in german: versand der auszahlung)."
Plentymarkets?,then klick on + add.,then klick on + add.
Plentymarkets?,now make sure to place a check mark on active and finally save it.,now make sure to place a check mark on active and finally save it.
Plentymarkets?,"now repeat the same procedure for refund and cancellation. for the refund, first select the event status change again and then select the status 9) return. then click on the + procedures icon again and link it to the event rückzahlung der payever-zahlung (refund the payever payment.","now repeat the same procedure for refund and cancellation. for the refund, first select the event status change again and then select the status 9) return. then click on the + procedures icon again and link it to the event rückzahlung der payever-zahlung (refund the payever payment."
Plentymarkets?,"for cancellation, link status (8) canceled with stornieren sie die auszahlung (cancel the payever payment) don't forget to activate and save the events!","for cancellation, link status (8) canceled with stornieren sie die auszahlung (cancel the payever payment) don't forget to activate and save the events!"
Plentymarkets?,"if you did everything correctly, the two events for you should look like this:","if you did everything correctly, the two events for you should look like this:"
Plentymarkets?,refund:,refund:
Plentymarkets?,cancellation:,cancellation:
Plentymarkets?,"attention: refunds and cancellations are not possible with all payment methods. with the installment loan, for example, only the cancellation works automatically and this only before the goods are shipped to the customer. cancellations after the goods have been shipped must be reported to santander directly by email. with direct bank transfer, neither refund nor cancellation are possible, in the case of a cancellation / refund, the money must simply be transferred back manually from the merchants account to the customers.","attention: refunds and cancellations are not possible with all payment methods. with the installment loan, for example, only the cancellation works automatically and this only before the goods are shipped to the customer. cancellations after the goods have been shipped must be reported to santander directly by email. with direct bank transfer, neither refund nor cancellation are possible, in the case of a cancellation / refund, the money must simply be transferred back manually from the merchants account to the customers."
Plentymarkets?,step 8: deplay the plugin,step 8: deplay the plugin
Plentymarkets?,"as a final step, if you have not already done so, you need to deploy the plugin set. you can do this by first going back to the plugin overview, choose your shop and clicking the save icon in the top bar. it may take a few minutes until the plugin set is deployed.","as a final step, if you have not already done so, you need to deploy the plugin set. you can do this by first going back to the plugin overview, choose your shop and clicking the save icon in the top bar. it may take a few minutes until the plugin set is deployed."
Plentymarkets?,attention: do you use the paypal-plus iframe?,attention: do you use the paypal-plus iframe?
Plentymarkets?,"generally the combination of the paypal plus iframes with our payment methods is possible, however the formatting (icon & description) within the paypal plus iframes is suboptimal and unfortunately cannot be adjusted. also note that you have to add the payment method explicitly to the paypal plus iframe if you want the payment method to be displayed within this iframe. if you do not do this, the payment method will be displayed separately below the iframe (and may be overlooked by the customer).","generally the combination of the paypal plus iframes with our payment methods is possible, however the formatting (icon & description) within the paypal plus iframes is suboptimal and unfortunately cannot be adjusted. also note that you have to add the payment method explicitly to the paypal plus iframe if you want the payment method to be displayed within this iframe. if you do not do this, the payment method will be displayed separately below the iframe (and may be overlooked by the customer)."
Plentymarkets?,testing the plugin: sandbox mode,testing the plugin: sandbox mode
Plentymarkets?,"would you like to test the plugin first? please activate sandbox mode, enter our test data in the fields business uuid, client secret and client id, which you can find here, then save.","would you like to test the plugin first? please activate sandbox mode, enter our test data in the fields business uuid, client secret and client id, which you can find here, then save."
Plentymarkets?,"in sandbox mode, you are not connected to your own payever account, but to our general test account - which is why you can now see all available payment methods, not just those that you have activated in your live payever account (please note that you do not see test transactions in your payever account).","in sandbox mode, you are not connected to your own payever account, but to our general test account - which is why you can now see all available payment methods, not just those that you have activated in your live payever account (please note that you do not see test transactions in your payever account)."
Plentymarkets?,"to have payments confirmed in test mode please use the relevant stub data, which you can find here.","to have payments confirmed in test mode please use the relevant stub data, which you can find here."
Plentymarkets?,"now you can test the plugin without triggering a real transaction. we would like to ask you to test only in sandbox mode, as test transactions in live, even if you subsequently cancel them immediately, can have undesirable consequences (for example, if you test too often with your credit card it may be reported and blocked) or if you submit multiple installment loan applications in your name, this can worsen your credit score, etc.).","now you can test the plugin without triggering a real transaction. we would like to ask you to test only in sandbox mode, as test transactions in live, even if you subsequently cancel them immediately, can have undesirable consequences (for example, if you test too often with your credit card it may be reported and blocked) or if you submit multiple installment loan applications in your name, this can worsen your credit score, etc.)."
Plentymarkets?,when you're done testing and want to go live:,when you're done testing and want to go live:
Plentymarkets?,after integration: information on processing payments,after integration: information on processing payments
Plentymarkets?,"in general, our plugins are designed so that all actions available in the payever account also can be initiated from your jtl backend or jtl wawi. as a rule, you do not need to log into your payever account to find out about the status of a payment or to cancel a payment, for example!","in general, our plugins are designed so that all actions available in the payever account also can be initiated from your jtl backend or jtl wawi. as a rule, you do not need to log into your payever account to find out about the status of a payment or to cancel a payment, for example!"
